Date,Open Price,Close Price,High Price,Low Price,Volume
2009-06-05,4399.35,4438.56,4495.94,4399.35,1296664960
2009-06-08,4436.61,4405.22,4436.61,4370.55,1450885760
2009-06-09,4419.75,4404.79,4445.54,4387.34,1079972608
2009-06-10,4432.2,4436.75,4505.89,4422.84,1272923904
2009-06-11,4431.79,4461.87,4478.42,4409.15,1110329088
2009-06-12,4461.17,4441.95,4471.95,4427.24,1045648896
2009-06-15,4427.19,4326.01,4427.19,4319.79,1029623936
2009-06-16,4329.72,4328.57,4372.85,4321.56,1248385408
2009-06-17,4317.15,4278.46,4328.69,4254.62,1202888960
2009-06-18,4284.09,4280.86,4305.43,4239.74,1271931776
2009-06-19,4291.57,4345.93,4370.26,4279.85,2021807360
2009-06-22,4343.85,4234.05,4343.85,4234.05,1198138368
2009-06-23,4224.33,4230.02,4264,4214.88,1118121600
2009-06-24,4238.26,4279.98,4293,4218.39,1174006272
2009-06-25,4276.91,4252.57,4290.36,4213.4,1132103552
2009-06-26,4264.6,4241.01,4307.16,4216.46,943518336
2009-06-29,4238.93,4294.03,4303.55,4235.19,1161686528
2009-06-30,4301.77,4249.21,4311.23,4230.63,1343042432
2009-07-01,4255.23,4340.71,4353.03,4255.23,1245463296
2009-07-02,4332.55,4234.27,4332.55,4230.76,1315372928
2009-07-03,4238.22,4236.28,4264.81,4221.19,935495168
2009-07-06,4221.42,4194.91,4221.42,4172.33,901008576
2009-07-07,4202.44,4187,4242.07,4184.36,873974400
2009-07-08,4184.34,4140.23,4197.55,4130.56,1098707072
2009-07-09,4157.02,4158.66,4186.41,4140.89,945504640
2009-07-10,4146.46,4127.17,4160.48,4123.49,836830016
2009-07-13,4120.02,4202.13,4209.25,4096.08,858981952
2009-07-14,4216.7,4237.68,4256.37,4198.74,909857536
2009-07-15,4251.91,4346.46,4346.46,4251.91,962454016
2009-07-16,4346.41,4361.84,4385.15,4329.43,986995904
2009-07-17,4381.9,4388.75,4411.91,4369.52,1108134144
2009-07-20,4410.9,4443.62,4464.81,4396.75,1011473600
2009-07-21,4444.88,4481.17,4502.12,4437.81,1129193856
2009-07-22,4491.01,4493.73,4497.98,4449.19,963469440
2009-07-23,4501.96,4559.8,4566.77,4472.07,1143705600
2009-07-24,4556.14,4576.61,4603.21,4536.45,1170253952
2009-07-27,4599.89,4586.13,4615.12,4553.09,932936704
2009-07-28,4588.48,4528.84,4616.44,4520.26,1046310208
2009-07-29,4527.55,4547.53,4581.78,4512.1,935211968
2009-07-30,4567.95,4631.61,4646.86,4563.54,1195161984
2009-07-31,4628.93,4608.36,4645.5,4599.72,1174625024
2009-08-03,4607.5,4682.46,4710.23,4595.58,1244298496
2009-08-04,4680.55,4671.37,4680.55,4627.71,1004237248
2009-08-05,4666.75,4647.13,4696.64,4630.63,1560956800
2009-08-06,4666.6,4690.53,4729.58,4666.6,1429700480
2009-08-07,4684.55,4731.56,4743.62,4632.16,1648389504
2009-08-10,4728.2,4722.2,4728.2,4688.77,943750528
2009-08-11,4724.79,4671.34,4744.11,4657.78,1119822592
2009-08-12,4664.13,4716.76,4722.55,4631.7,1076369536
2009-08-13,4727.1,4755.46,4789.98,4720.31,1053365056
2009-08-14,4758.95,4713.97,4790.18,4699.5,925000000
2009-08-17,4704.11,4645.01,4704.11,4610.34,837775936
2009-08-18,4671.3,4685.78,4688.22,4648.26,763801600
2009-08-19,4664.87,4689.67,4698.5,4625.44,807057088
2009-08-20,4717.84,4756.58,4766.85,4717.84,985558848
2009-08-21,4750.52,4850.89,4858.53,4735.78,1376143488
2009-08-24,4873.8,4896.23,4911.41,4868.85,975369728
2009-08-25,4875.89,4916.8,4923.28,4858.94,1103882240
2009-08-26,4911.17,4890.58,4927.05,4872.35,972670720
2009-08-27,4882.91,4869.35,4906.2,4855.32,967227840
2009-08-28,4893.68,4908.9,4944.16,4891.3,1145421440
2009-09-01,4908.08,4819.7,4921.16,4819.7,1216483584
2009-09-02,4814.49,4817.55,4821.91,4776.5,1381805312
2009-09-03,4821.19,4796.75,4841.51,4788.89,1010526912
2009-09-04,4811.45,4851.7,4873.78,4811.45,988133760
2009-09-07,4866.96,4933.18,4941.7,4866.96,813829120
2009-09-08,4944.56,4947.34,4971.99,4926.05,1160845312
2009-09-09,4936.51,5004.3,5004.3,4928.39,950859712
2009-09-10,5017.7,4987.68,5035.34,4956.56,1162158080
2009-09-11,4999.97,5011.47,5038.76,4999.97,1060943360
2009-09-14,4987.22,5018.85,5020.86,4953.71,745847872
2009-09-15,5021.57,5042.13,5062.69,4996.52,925542464
2009-09-16,5048.91,5124.13,5131.26,5048.91,1210137344
2009-09-17,5138.48,5163.95,5173.13,5138.19,1077180928
2009-09-18,5152.62,5172.89,5183.88,5147.13,1643157760
2009-09-21,5182.23,5134.36,5182.23,5107.71,998467392
2009-09-22,5145.23,5142.6,5189.88,5142.6,825825920
2009-09-23,5150.67,5139.37,5175.1,5126.6,1028390144
2009-09-24,5133.44,5079.27,5165.41,5073.35,1196194688
2009-09-25,5094.26,5082.2,5121.9,5079.02,1023821568
2009-09-28,5087.72,5165.7,5170.81,5050.78,967017088
2009-09-29,5166.72,5159.72,5184.05,5136.49,930143232
2009-09-30,5162.33,5133.9,5190,5092.75,1245888256
2009-10-01,5136.87,5047.81,5164.37,5043.98,1156844288
2009-10-02,5032.57,4988.7,5032.57,4954.98,1429918208
2009-10-05,4995.33,5024.33,5024.33,4976.88,964806336
2009-10-06,5033.33,5137.98,5149.9,5033.33,1088157312
2009-10-07,5133.3,5108.9,5156.21,5104.49,955668480
2009-10-08,5138.95,5154.64,5172.82,5117.12,1270550656
2009-10-09,5148.63,5161.87,5171.53,5130.37,982802304
2009-10-12,5178.49,5210.17,5231.19,5175.89,816630208
2009-10-13,5212.12,5154.15,5221.65,5154.15,1231662080
2009-10-14,5192.93,5256.1,5261.26,5192.93,1281926656
2009-10-15,5267.9,5222.95,5267.9,5218.92,1149836288
2009-10-16,5243.29,5190.24,5272.92,5176.38,1227658496
2009-10-19,5209.16,5281.54,5281.54,5209.16,919476544
2009-10-20,5288.63,5243.4,5298.54,5243.4,1122818816
2009-10-21,5251.58,5257.85,5267.98,5174.48,1181838208
2009-10-22,5213.76,5207.36,5220.69,5166.46,1093550976
2009-10-23,5225.28,5242.57,5299.57,5225.28,1071389056
2009-10-26,5248.82,5191.74,5281.12,5166.44,1026178944
2009-10-27,5194.94,5200.97,5230.57,5181.91,1567604352
2009-10-28,5191.67,5080.42,5191.67,5074.11,1504018048
2009-10-29,5075.21,5137.72,5145.58,5042.66,1431734784
2009-10-30,5142.75,5044.55,5169.85,5024.43,1483132288
2009-11-02,5033.47,5104.5,5115.7,5022.52,1100160896
2009-11-03,5082.18,5037.21,5082.18,4985.09,1484524032
2009-11-04,5047.43,5107.89,5120.82,5047.43,1023817152
2009-11-05,5107.14,5125.64,5154.63,5036.91,1064133184
2009-11-06,5127.9,5142.72,5159.04,5077.86,1056416768
2009-11-09,5165.04,5235.18,5239.95,5165.04,902090112
2009-11-10,5237.13,5230.55,5264.32,5221.51,1117411200
2009-11-11,5242.08,5266.75,5301.14,5242.08,1097220864
2009-11-12,5267.63,5276.5,5304.94,5254.11,1055296384
2009-11-13,5276.75,5296.38,5297.44,5251.27,864790656
2009-11-16,5319.08,5382.67,5396.96,5319.08,812581184
2009-11-17,5362.07,5345.93,5370.59,5337.01,897344512
2009-11-18,5348.21,5342.13,5372.1,5331.64,1075235840
2009-11-19,5337.62,5267.7,5343.82,5254.18,1017396480
2009-11-20,5272.65,5251.41,5309.39,5224.01,1206572672
2009-11-23,5275.14,5355.5,5379.48,5275.14,754061952
2009-11-24,5334.21,5323.96,5374.89,5309.13,1231781248
2009-11-25,5343.41,5364.81,5372.22,5328.62,1093249024
2009-11-26,5344.84,5194.13,5344.84,5189.38,1202753536
2009-11-27,5152.86,5245.73,5270.87,5103.78,1511711616
2009-11-30,5245.69,5190.68,5270.36,5190.68,1274272512
2009-12-01,5191.39,5312.17,5312.17,5191.39,1350466944
2009-12-02,5312.41,5327.39,5348.45,5283.04,1534848128
2009-12-03,5327.44,5313,5372.39,5311.85,1471757696
2009-12-04,5313.69,5322.36,5373.94,5272.75,1344173952
2009-12-07,5322.42,5310.66,5328.78,5250.98,1077736320
2009-12-08,5310.17,5223.13,5323.36,5206.38,1303308416
2009-12-09,5221.78,5203.89,5245.94,5175.66,1211340672
2009-12-10,5203.91,5244.37,5254.52,5194.49,1108489344
2009-12-11,5247.82,5261.57,5311.98,5247.82,972486656
2009-12-14,5261.67,5315.34,5330.96,5261.67,1090034432
2009-12-15,5315.42,5285.77,5328.11,5250.78,822309504
2009-12-16,5285.81,5320.26,5335.32,5283.89,886595456
2009-12-17,5318.26,5217.61,5318.26,5217.61,1163068416
2009-12-18,5217.39,5196.81,5287.62,5196.81,2129286784
2009-12-21,5197.58,5293.99,5319.98,5197.58,791039872
2009-12-22,5294.37,5328.66,5361.9,5294.37,555704768
2009-12-23,5328.78,5372.38,5386.6,5328.78,482896192
2009-12-24,5373.62,5402.41,5402.41,5367.84,231029504
2009-12-29,5405.44,5437.61,5445.17,5403.97,387897856
2009-12-30,5438.05,5397.86,5442.82,5390.58,345719680
2009-12-31,5400,5412.88,5431.9,5390.39,173847568
2010-01-04,5412.8,5500.34,5500.34,5410.82,750942016
2010-01-05,5500.39,5522.5,5536.38,5480.71,1149301120
2010-01-06,5522.6,5530.04,5536.48,5497.65,998295232
2010-01-07,5530.24,5526.72,5551.66,5499.8,1162933632
2010-01-08,5526.15,5534.24,5549.25,5494.79,1006420544
2010-01-11,5534.25,5538.07,5600.48,5527.89,901194880
2010-01-12,5536.94,5498.71,5549.61,5459.94,957140544
2010-01-13,5496.79,5473.48,5509.67,5450.85,849922944
2010-01-14,5473.55,5498.2,5521.9,5473.55,926947712
2010-01-15,5498.21,5455.37,5527.02,5450.38,1743437696
2010-01-18,5456.85,5494.39,5504,5454.31,776783488
2010-01-19,5493.97,5513.14,5531.93,5431.25,1106801536
2010-01-20,5511.75,5420.8,5511.75,5404.03,1199200896
2010-01-21,5420.84,5335.1,5468.38,5331.56,1345500416
2010-01-22,5334.77,5302.99,5345.6,5253.04,1645842304
2010-01-25,5302.76,5260.31,5330.61,5252.92,1024448768
2010-01-26,5260.23,5276.85,5276.85,5215.73,1015919808
2010-01-27,5276.77,5217.47,5276.77,5192.58,1271716736
2010-01-28,5219.54,5145.74,5280.36,5145.74,1294378368
2010-01-29,5146.03,5188.52,5230.16,5146.03,1280245760
2010-02-01,5186.64,5247.41,5250.07,5163.57,934766080
2010-02-02,5247.4,5283.31,5289.05,5208.21,1105064704
2010-02-03,5284.86,5253.15,5305.41,5237.72,1140388096
2010-02-04,5250.14,5139.31,5262.22,5123.86,1725801600
2010-02-05,5139.13,5060.92,5139.13,5033.78,1930409984
2010-02-08,5061.01,5092.33,5118.12,5033.01,1326821120
2010-02-09,5092.35,5111.84,5132.93,5084.75,1283783040
2010-02-10,5115.42,5131.99,5181.21,5105.3,1191910016
2010-02-11,5132.95,5161.48,5201.82,5114.53,1565807104
2010-02-12,5161.49,5142.45,5207.73,5117.38,1277868672
2010-02-15,5142.59,5167.47,5194.29,5142.59,591532736
2010-02-16,5167.51,5244.06,5248.08,5167.51,1098281984
2010-02-17,5244.14,5276.64,5304.54,5244.14,1205017984
2010-02-18,5276.56,5325.09,5326.42,5261.71,966085184
2010-02-19,5324.98,5358.17,5366.14,5281.41,1469030912
2010-02-22,5359.4,5352.07,5387.03,5348.15,961292352
2010-02-23,5356.07,5315.09,5395.48,5302.03,1063966464
2010-02-24,5314.98,5342.92,5357.87,5298.23,953221184
2010-02-25,5341.56,5278.23,5370.44,5259.71,1951587200
2010-02-26,5278.46,5354.52,5367.75,5278.46,1700847616
2010-03-01,5354.75,5405.94,5420.83,5354.75,1423330560
2010-03-02,5405.99,5484.06,5485.01,5403.73,1218498688
2010-03-03,5484.27,5533.21,5541.81,5465.29,1108893056
2010-03-04,5533.13,5527.16,5544.23,5501.08,1075262976
2010-03-05,5528.96,5599.76,5605.38,5528.96,1001732032
2010-03-08,5599.87,5606.72,5621.15,5579.16,834824960
2010-03-09,5606.09,5602.3,5618.43,5563.14,993226112
2010-03-10,5602.26,5640.57,5645.25,5585.35,997893888
2010-03-11,5640.51,5617.26,5642.87,5594.74,889812864
2010-03-12,5617.3,5625.65,5646.68,5612.39,1290858240
2010-03-15,5625.73,5593.85,5627.02,5588.2,816158208
2010-03-16,5593.89,5620.43,5637.7,5593.89,878179392
2010-03-17,5620.45,5644.63,5657.77,5620.45,930653440
2010-03-18,5644.52,5642.62,5660.99,5619.17,919829696
2010-03-19,5642.69,5650.13,5691.22,5633.53,2488301824
2010-03-22,5648.01,5644.54,5648.01,5583.49,886165632
2010-03-23,5644.58,5673.63,5695.94,5644.58,969327616
2010-03-24,5674.35,5677.88,5698.87,5636.01,1100234496
2010-03-25,5677.95,5727.65,5737.1,5673.14,1098678272
2010-03-26,5727.61,5703.02,5727.61,5695.5,1030953472
2010-03-29,5703.1,5710.66,5733.11,5684.62,1015977088
2010-03-30,5710.59,5672.32,5742.75,5662.84,1029437440
2010-03-31,5671.76,5679.64,5698.47,5646.29,1105025792
2010-04-01,5679.74,5744.89,5744.89,5679.48,807719872
2010-04-06,5744.73,5780.35,5790.4,5744.59,827169600
2010-04-07,5780.38,5762.06,5782.25,5753.42,811544000
2010-04-08,5762.04,5712.7,5762.04,5684.52,786236928
2010-04-09,5712.88,5770.98,5773.6,5712.88,704070208
2010-04-12,5770.97,5777.65,5803.71,5755.78,595469440
2010-04-13,5777.66,5761.66,5778.92,5741.92,668939776
2010-04-14,5762.44,5796.25,5812.84,5762.44,868021952
2010-04-15,5796.32,5825.01,5832.34,5778.37,1030545920
2010-04-16,5824.77,5743.96,5833.73,5726.35,1634418304
2010-04-19,5743.86,5727.91,5748.33,5697.24,887439424
2010-04-20,5730.04,5783.69,5796.61,5730.04,1081021184
2010-04-21,5783.46,5723.43,5796.99,5721.28,1148842752
2010-04-22,5723.46,5665.33,5761.36,5652.35,1139851392
2010-04-23,5665.98,5723.65,5740.88,5665.98,1002800000
2010-04-26,5723.74,5753.85,5800.66,5723.74,1036747840
2010-04-27,5753.79,5603.52,5758.64,5603.52,1514685440
2010-04-28,5603.49,5586.61,5639.98,5533.6,1832054784
2010-04-29,5586.41,5617.84,5638.82,5579.69,1206456960
2010-04-30,5617.93,5553.29,5643.87,5540.6,1439125120
2010-05-04,5553.47,5411.11,5565.99,5398.86,1735870592
2010-05-05,5411.34,5341.93,5428.77,5304.61,1997064576
2010-05-06,5341.69,5260.99,5371.54,5251.28,1701943040
2010-05-07,5260.41,5123.02,5264.48,5045.3,2189489408
2010-05-10,5123.41,5387.42,5399.75,5123.41,2324846336
2010-05-11,5385.08,5334.21,5385.08,5257.15,1450249344
2010-05-12,5334.06,5383.45,5401.02,5284.65,1526178688
2010-05-13,5383.49,5433.73,5435.99,5381.55,959587712
2010-05-14,5433.62,5262.85,5433.62,5245.38,1335859072
2010-05-17,5262.6,5262.54,5327.46,5231.6,1200727680
2010-05-18,5262.79,5307.34,5341.41,5262.79,1110216064
2010-05-19,5302.47,5158.08,5302.47,5158.08,1381919744
2010-05-20,5158.26,5073.13,5230.18,5000.76,1700704896
2010-05-21,5073.05,5062.93,5083.96,4957.06,2015042560
2010-05-24,5062.88,5069.61,5109.44,5021.6,963073536
2010-05-25,5059.78,4940.68,5060.19,4898.49,1728679168
2010-05-26,4940.48,5038.08,5097.91,4940.48,1832110080
2010-05-27,5038.24,5195.17,5195.37,5038.24,1556854528
2010-05-28,5195.55,5188.43,5240.27,5186.04,1304130944
2010-06-01,5188.45,5163.3,5192.08,5063.2,1277722368
2010-06-02,5163.07,5151.32,5163.07,5072.53,1130332672
2010-06-03,5151.54,5211.18,5262.5,5151.54,1214853248
2010-06-04,5211.3,5126,5261.71,5102.05,1209276800
2010-06-07,5125.94,5069.06,5125.94,5040.26,900731392
2010-06-08,5070.93,5028.15,5084.13,4984.66,1199075328
2010-06-09,5028.32,5085.86,5085.86,4998.06,1094116736
2010-06-10,5085.63,5132.5,5149.69,5030.93,1364944128
2010-06-11,5132.84,5163.68,5184.37,5116.72,1102533248
2010-06-14,5163.85,5202.13,5215.22,5163.85,933888192
2010-06-15,5201.71,5217.82,5242.08,5149.13,1005268992
2010-06-16,5218.03,5237.92,5257.26,5209.39,1026163200
2010-06-17,5237.87,5253.89,5293.76,5233.2,1139301632
2010-06-18,5253.95,5250.84,5289.14,5239.37,1528137728
2010-06-21,5259.82,5299.11,5331.46,5259.82,797902592
2010-06-22,5299.02,5246.98,5299.02,5210.02,1124430720
2010-06-23,5246.72,5178.52,5247.85,5165.82,941044736
2010-06-24,5178.67,5100.23,5211.8,5090.96,977539712
2010-06-25,5100.21,5046.47,5130.5,5031.72,1188668800
2010-06-28,5046.49,5071.68,5085.65,5024.7,845187264
2010-06-29,5071.31,4914.22,5071.31,4899.02,1016390720
2010-06-30,4914.37,4916.87,4961.9,4898.51,1277284992
2010-07-01,4916.72,4805.75,4916.72,4790.04,1342920448
2010-07-02,4806.18,4838.09,4880.88,4806.18,1038891392
2010-07-05,4838.12,4823.53,4863.35,4821.09,539451392
2010-07-06,4823.61,4965,4967.65,4823.61,921871872
2010-07-07,4964.7,5014.82,5014.82,4891.97,1061036544
2010-07-08,5015.02,5105.45,5123.53,5015.02,1128865408
2010-07-09,5105.6,5132.94,5150.64,5098.79,859246464
2010-07-12,5132.9,5167.02,5193.22,5128.6,622995008
2010-07-13,5167.08,5271.02,5272.3,5167.01,891506880
2010-07-14,5272.62,5253.52,5287.28,5205.78,839147264
2010-07-15,5252.67,5211.29,5268.41,5187.46,833731328
2010-07-16,5211.8,5158.85,5273.58,5153.29,1067685888
2010-07-19,5158.67,5148.28,5196.77,5111.89,687707328
2010-07-20,5148.81,5139.46,5179.99,5090.57,829126848
2010-07-21,5140.09,5214.64,5244.88,5140.09,966423872
2010-07-22,5214.43,5313.81,5319.48,5180.98,1022077568
2010-07-23,5314.01,5312.62,5328.51,5272.67,872202688
2010-07-26,5312.69,5351.12,5351.92,5301.29,772356032
2010-07-27,5351.37,5365.67,5411.45,5351.37,1810112640
2010-07-28,5365.71,5319.68,5398.1,5314.57,1184814848
2010-07-29,5317.81,5313.95,5375.23,5313.95,792887360
2010-07-30,5314.18,5258.02,5322.67,5245.52,838262528
2010-08-02,5259.04,5397.11,5401.69,5259.04,955430592
2010-08-03,5397.05,5396.48,5397.26,5353.49,849018624
2010-08-04,5396.45,5386.16,5406.83,5318.79,1157313536
2010-08-05,5382.59,5365.78,5416.76,5356.83,1082279040
2010-08-06,5365.99,5332.39,5408.06,5307.6,1147370752
2010-08-09,5332.66,5410.52,5418.58,5332.66,635528384
2010-08-10,5410.54,5376.41,5411.56,5348.11,853611968
2010-08-11,5376.23,5245.21,5376.23,5245.03,1046900288
2010-08-12,5245.05,5266.06,5272.5,5210.55,1058656896
2010-08-13,5266.17,5275.44,5308.84,5225.91,861001920
2010-08-16,5275.61,5276.1,5304.64,5228.64,602793728
2010-08-17,5276.14,5350.55,5351.45,5276.14,721872704
2010-08-18,5349.97,5302.87,5349.97,5296.93,653515200
2010-08-19,5303.1,5211.29,5336.35,5205.64,825504384
2010-08-20,5211.23,5195.28,5233.02,5160.43,808561216
2010-08-23,5195.29,5234.84,5268.43,5186.92,582331136
2010-08-24,5234.8,5155.95,5234.8,5109.88,863053504
2010-08-25,5155.86,5109.4,5168.46,5070.94,852400704
2010-08-26,5109.52,5155.84,5167.76,5109.52,699881152
2010-08-27,5155.77,5201.56,5211.58,5121,791004416
2010-08-31,5200.98,5225.22,5225.22,5129.66,1162231040
2010-09-01,5225.58,5366.41,5366.41,5225.58,990584192
2010-09-02,5366.69,5371.04,5383.72,5346.96,836275200
2010-09-03,5371.06,5428.15,5454.01,5371.06,733985152
2010-09-06,5428.4,5439.19,5459.4,5428.15,482717408
2010-09-07,5439.18,5407.82,5439.21,5381.07,698426368
2010-09-08,5407.76,5429.74,5445.62,5361.42,851371392
2010-09-09,5429.52,5494.16,5505.66,5412.48,936215744
2010-09-10,5494.01,5501.64,5511.52,5475.94,792428224
2010-09-13,5501.79,5565.53,5571.39,5501.71,882318720
2010-09-14,5565.43,5567.41,5582.46,5541.5,736346368
2010-09-15,5566.64,5555.56,5578.69,5535.95,764665792
2010-09-16,5555.74,5540.14,5564.46,5533.96,700521280
2010-09-17,5540.19,5508.45,5612.89,5508.45,1301233280
2010-09-20,5508.63,5602.54,5607.31,5508.62,676518720
2010-09-21,5601.78,5576.19,5635.72,5576.19,730333504
2010-09-22,5576.24,5551.91,5597.55,5516.86,783222528
2010-09-23,5552.16,5547.08,5588.79,5471.69,795945536
2010-09-24,5547.06,5598.48,5612.54,5516.46,798201728
2010-09-27,5598.52,5573.42,5615.78,5569.89,592013504
2010-09-28,5572.71,5578.44,5581.87,5506.07,846850880
2010-09-29,5578.71,5569.27,5624.5,5544.72,790998080
2010-09-30,5569.05,5548.62,5650.33,5539.06,999246080
